col
1.164385962138618780e+00
8.495802758079046280e-02
6.439887635776533892e-02
8.043899371867013759e-02
8.300196843933028978e-02
8.303573347971481000e-02
8.475500987302894695e-02
6.364364751071112380e-02
6.592370255893806319e-02
7.697942536749033393e-02
8.402689288353101804e-02
7.856448001197738340e-02
8.212797060692714202e-02
6.861786940778757948e-02
6.836465369451968921e-02
6.604794751369121031e-02
6.578272962172782012e-02
7.706554977876783896e-02
8.173683084274908917e-02
7.537330176798422154e-02
8.015624946138573403e-02
7.657762902692745455e-02
6.490606279171542980e-02
8.620838721781654002e-02
7.805173796326329849e-02
7.168524171804931122e-02
8.078573453582883757e-02
6.900024405010234119e-02
8.075265181158038097e-02
7.537147778258108943e-02
6.907246771554910458e-02
8.555837364499542519e-02
6.835130113685934650e-02
6.619563607713341291e-02
8.163661756431717098e-02
7.013402182137554175e-02
8.725985660717128223e-02
7.246417481732399246e-02
6.645608654127110881e-02
7.773495980677141981e-02
7.919486901492114872e-02
7.693288831927778959e-02
6.749862577339146852e-02
6.833572898507250803e-02
6.421695389320740410e-02
6.652468924361543134e-02
6.442685184184947234e-02
7.577979961111019902e-02
6.574105552578676792e-02
8.956478199202858037e-02
8.934044047496536578e-02
6.292855613925558977e-02
6.900486878501306542e-02
6.537450781852130466e-02
7.236239802143802635e-02
7.189268309051727313e-02
7.612364207156643858e-02
7.741815819707149882e-02
9.091183606538154327e-02
7.904113058410255910e-02
6.770026379403520922e-02
6.640197333961481152e-02
6.619538540117796133e-02
6.564766171840380471e-02
7.731575597329561067e-02
8.642313686494271230e-02
8.814103178026032326e-02
6.598451257100836076e-02
6.853399077974592357e-02
7.200089741501616847e-02
7.409551051450459502e-02
8.245157169848967016e-02
6.855732400715912334e-02
7.312934079717070546e-02
8.096460498500751557e-02
7.858958828837399324e-02
6.744249613074870808e-02
6.839571153788424895e-02
6.834664574159783623e-02
6.376011696403806328e-02
6.369268737574371175e-02
6.463566859787414631e-02
7.553475475965425179e-02
7.603284987153069441e-02
7.937751772636075787e-02
7.428742695555709541e-02
7.125240856987229143e-02
6.409841694417911517e-02
7.790384460758918717e-02
6.899938792680135324e-02
7.913882427487566040e-02
7.086238671241136544e-02
7.619779723272472605e-02
7.969269562237003834e-02
7.349637138696506200e-02
6.370320121100583877e-02
6.426201714679419252e-02
8.963675924772045167e-02
7.127289135581089952e-02
8.250252821807370351e-02
7.742527786606953621e-02
6.886355417274993285e-02
8.864316181153483742e-02
6.846379655784494422e-02
6.968601535195437235e-02
8.410254670591575665e-02
6.594669905248044806e-02
6.766628807585126082e-02
6.283763729335188619e-02
7.911197112565455936e-02
7.202715416086105660e-02
7.950552687272881280e-02
6.340605658042301751e-02
7.495243350308539165e-02
8.225574362480118917e-02
8.395956880942501144e-02
6.604335035473542226e-02
7.539902358299097052e-02
6.815741418960398479e-02
7.840017357331911796e-02
7.758099865783288362e-02
7.901024232862613461e-02
6.202854266356070539e-02
6.437398746470196498e-02
7.919928769829902293e-02
7.971963226993007690e-02
7.406318363555487727e-02
8.162182657145540532e-02
7.497144563716111321e-02
7.053520301045432261e-02
7.616969467980953812e-02
6.824563955641420321e-02
8.619784023609602941e-02
7.304535670228845534e-02
9.190451808514651932e-02
6.610214249221214866e-02
