col
8.128540296401033372e-01
5.462254421489227268e-02
6.781693742441177730e-02
6.846278549030473948e-02
8.964109311105707134e-02
7.551040495210270542e-02
5.565585798412713003e-02
7.026222268004035654e-02
4.225217105789935007e-02
5.976725662071512291e-02
4.743117925393441209e-02
6.505915331885721298e-02
6.553858577059441803e-02
4.787626469532429291e-02
4.793873914461659058e-02
5.682500375138702792e-02
6.069251766911728380e-02
5.288904673072697404e-02
7.338153235242665662e-02
4.583970272144598929e-02
4.727281403280744060e-02
6.982682548157145841e-02
5.545323992962944426e-02
7.039723763234120857e-02
7.128898519116369514e-02
6.906198162814519703e-02
4.652523079856764332e-02
4.155249596299374210e-02
4.172245660481428697e-02
4.728345752806708407e-02
5.294329713990281877e-02
5.943859491966105996e-02
8.135784637654217000e-02
7.925581238252757399e-02
8.964932818653427449e-02
1.071434691175488091e-01
7.580773565269856296e-02
8.272241040533492851e-02
8.685912311595495039e-02
6.442157865397149519e-02
5.327671479275893768e-02
5.326908224433135608e-02
5.648068677275398103e-02
7.352653960284245838e-02
6.697916687147134618e-02
7.922007163678215780e-02
8.595971297427990043e-02
8.330258488306319098e-02
7.179589972741529103e-02
6.812583823349549483e-02
8.266336116535630274e-02
5.051176594644937040e-02
4.013886603372534417e-02
6.494398082350874568e-02
5.290152745697827841e-02
4.805709394143248270e-02
4.073475731216030099e-02
5.074744524403805579e-02
5.818923870774270896e-02
4.474233924066756823e-02
7.331804294320122539e-02
6.456531010617420907e-02
5.774231237209945244e-02
6.560953275196509948e-02
5.922956483784676956e-02
5.611869732579632258e-02
4.772675053419866975e-02
8.107346755976425901e-02
7.542614250753165717e-02
6.022218804102077994e-02
5.956540209205193198e-02
4.761531221140367226e-02
4.967590598680501207e-02
6.486139375162926213e-02
3.778169277446317975e-02
4.925824457054907290e-02
5.790365066016925355e-02
5.447599498379374072e-02
6.207545480214120975e-02
4.553428366441904934e-02
5.184507773307720641e-02
5.536165859754733909e-02
4.664045949914630979e-02
4.373767218157882664e-02
4.723659737062437664e-02
5.604518574639814898e-02
5.643392394629312414e-02
5.136107546556922809e-02
5.642361095144227123e-02
5.499042574651171605e-02
6.118213918492850650e-02
8.048710950411105958e-02
8.343524726646361911e-02
6.599431849894307756e-02
4.674047813945571977e-02
5.483581270911939282e-02
6.470407233700124772e-02
5.095408885114221381e-02
5.573473757776558485e-02
7.382767164230920331e-02
9.518518363803166182e-02
8.365854495037243488e-02
1.020699966086276306e-01
1.273495169547605166e-01
1.139095167651648227e-01
1.038418459537721328e-01
1.096355272557462540e-01
6.548711172306798112e-02
7.140519823217163220e-02
7.392074262361487957e-02
5.199579118797011124e-02
3.963204374961140641e-02
6.612490373470343574e-02
6.427131901851167173e-02
5.353596054674979871e-02
4.780226769460784592e-02
7.582626419781103577e-02
4.919332679092656979e-02
5.154206900129323921e-02
4.658461775818128342e-02
3.891129866687335209e-02
5.239631505206918116e-02
6.145845634824897985e-02
9.117961775861371798e-02
6.778945157302380953e-02
7.634780117523948251e-02
5.883541609563826269e-02
5.239275646621646687e-02
4.515064696142592066e-02
4.941989026482780656e-02
5.638767478385359189e-02
5.327025074741759125e-02
5.098587682821942302e-02
4.868711999386098055e-02
5.165449133975415913e-02
5.010097024797915272e-02
5.874883301549467529e-02
5.867718602086239438e-02
6.657711780755083686e-02
6.106570831726108178e-02
8.252357588424251433e-02
6.926828081599775699e-02
5.139447743893294646e-02
5.654702503302066335e-02
5.615659778607597075e-02
4.913121795302730771e-02
5.121387160181432169e-02
5.555764031092996075e-02
4.451397593331869740e-02
4.810317527904243995e-02
3.880742051879472465e-02
4.793790997815101235e-02
4.906598395281146219e-02
5.274188753812784902e-02
5.730730223148090829e-02
5.118728428128077601e-02
6.065228179492612726e-02
5.332113595127035283e-02
4.811606331859626801e-02
5.627850691482368106e-02
6.656927209719083749e-02
6.256292413756159299e-02
6.372868724582607391e-02
5.684915301334417942e-02
5.445422027889504357e-02
5.094111853803325041e-02
4.342671682803292410e-02
6.118722670564831490e-02
5.209757470064297485e-02
4.444441050443203450e-02
4.805062638673680137e-02
4.218248805631191756e-02
4.150005638220395643e-02
5.351334607544687427e-02
5.550903971111997154e-02
5.861319902639842289e-02
8.577715728232232495e-02
7.535204182940688500e-02
4.692127287844147232e-02
5.216159622638524146e-02
5.391414639822031396e-02
5.910066670747169543e-02
6.240196509503747463e-02
6.535544543961982478e-02
6.588760837509734236e-02
7.120532795772871459e-02
8.922323611104568397e-02
6.261521162569774757e-02
5.914817558391758517e-02
6.621510478409764477e-02
4.122239047101008275e-02
4.615842080414139792e-02
6.061009877475177776e-02
4.800990645468490581e-02
5.361695830472103241e-02
